VTX, IDX, _sig60._child0.x, _sig60._child0.y, _sig60._child0.z, _sig60._child0.w, _output0.x, _output0.y, _output0.z, _output0.w, _output1.x, _output1.y, _output1.z, _output1.w, _output3.x, _output3.y
8724, 7704, -4.4054, -95.42355, -178.06824,  198.06824, -4.4054,  95.42355,  10.00,  198.06824, -4.51094,  95.13943,  10.00,  198.04042,  0.40088,  0.30957
8725, 7701, -4.87602, -96.46643, -178.04048,  198.04048, -4.87602,  96.46643,  10.00,  198.04048, -4.98154,  96.18235,  10.00,  198.01268,  0.39087,  0.30103
8726, 7702, -4.87617, -95.85012, -178.17815,  198.17815, -4.87617,  95.85012,  10.00,  198.17815, -4.98159,  95.56616,  10.00,  198.15041,  0.38501,  0.30396
8727, 7651, -3.98199, -95.27007, -177.8998,  197.8998, -3.98199,  95.27007,  10.00,  197.8998, -4.08769,  94.98586,  10.00,  197.87189,  0.41846,  0.31226
8728, 7653, -4.34955, -96.49797, -177.89584,  197.89584, -4.34955,  96.49797,  10.00,  197.89584, -4.45519,  96.21375,  10.00,  197.86787,  0.40552,  0.30225
8729, 7704, -4.4054, -95.42355, -178.06824,  198.06824, -4.4054,  95.42355,  10.00,  198.06824, -4.51094,  95.13943,  10.00,  198.04042,  0.40088,  0.30957
8730, 7702, -4.87617, -95.85012, -178.17815,  198.17815, -4.87617,  95.85012,  10.00,  198.17815, -4.98159,  95.56616,  10.00,  198.15041,  0.38501,  0.30396
8731, 7703, -5.16155, -96.05952, -178.20552,  198.20552, -5.16155,  96.05952,  10.00,  198.20552, -5.26694,  95.7756,  10.00,  198.17784,  0.37744,  0.30078
8732, 7705, -5.27555, -95.59557, -178.33223,  198.33223, -5.27555,  95.59557,  10.00,  198.33223, -5.38085,  95.31168,  10.00,  198.30463,  0.36841,  0.30078
8733, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8734, 7651, -3.98199, -95.27007, -177.8998,  197.8998, -3.98199,  95.27007,  10.00,  197.8998, -4.08769,  94.98586,  10.00,  197.87189,  0.41846,  0.31226
8735, 7704, -4.4054, -95.42355, -178.06824,  198.06824, -4.4054,  95.42355,  10.00,  198.06824, -4.51094,  95.13943,  10.00,  198.04042,  0.40088,  0.30957
8736, 7647, -3.51974, -95.1703, -177.73639,  197.73639, -3.51974,  95.1703,  10.00,  197.73639, -3.62559,  94.88593,  10.00,  197.70834,  0.4353,  0.31299
8737, 7651, -3.98199, -95.27007, -177.8998,  197.8998, -3.98199,  95.27007,  10.00,  197.8998, -4.08769,  94.98586,  10.00,  197.87189,  0.41846,  0.31226
8738, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8739, 7702, -4.87617, -95.85012, -178.17815,  198.17815, -4.87617,  95.85012,  10.00,  198.17815, -4.98159,  95.56616,  10.00,  198.15041,  0.38501,  0.30396
8740, 7707, -4.67142, -94.70153, -178.17604,  198.17604, -4.67142,  94.70153,  10.00,  198.17604, -4.77691,  94.41749,  10.00,  198.14839,  0.39282,  0.31494
8741, 7704, -4.4054, -95.42355, -178.06824,  198.06824, -4.4054,  95.42355,  10.00,  198.06824, -4.51094,  95.13943,  10.00,  198.04042,  0.40088,  0.30957
8742, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8743, 7704, -4.4054, -95.42355, -178.06824,  198.06824, -4.4054,  95.42355,  10.00,  198.06824, -4.51094,  95.13943,  10.00,  198.04042,  0.40088,  0.30957
8744, 7707, -4.67142, -94.70153, -178.17604,  198.17604, -4.67142,  94.70153,  10.00,  198.17604, -4.77691,  94.41749,  10.00,  198.14839,  0.39282,  0.31494
8745, 7647, -3.51974, -95.1703, -177.73639,  197.73639, -3.51974,  95.1703,  10.00,  197.73639, -3.62559,  94.88593,  10.00,  197.70834,  0.4353,  0.31299
8746, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8747, 7649, -4.00698, -93.46589, -177.93597,  197.93597, -4.00698,  93.46589,  10.00,  197.93597, -4.11275,  93.18165,  10.00,  197.90829,  0.42383,  0.3291
8748, 7702, -4.87617, -95.85012, -178.17815,  198.17815, -4.87617,  95.85012,  10.00,  198.17815, -4.98159,  95.56616,  10.00,  198.15041,  0.38501,  0.30396
8749, 7705, -5.27555, -95.59557, -178.33223,  198.33223, -5.27555,  95.59557,  10.00,  198.33223, -5.38085,  95.31168,  10.00,  198.30463,  0.36841,  0.30078
8750, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8751, 7702, -4.87617, -95.85012, -178.17815,  198.17815, -4.87617,  95.85012,  10.00,  198.17815, -4.98159,  95.56616,  10.00,  198.15041,  0.38501,  0.30396
8752, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8753, 7707, -4.67142, -94.70153, -178.17604,  198.17604, -4.67142,  94.70153,  10.00,  198.17604, -4.77691,  94.41749,  10.00,  198.14839,  0.39282,  0.31494
8754, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8755, 7705, -5.27555, -95.59557, -178.33223,  198.33223, -5.27555,  95.59557,  10.00,  198.33223, -5.38085,  95.31168,  10.00,  198.30463,  0.36841,  0.30078
8756, 7709, -5.68837, -95.34297, -178.39946,  198.39946, -5.68837,  95.34297,  10.00,  198.39946, -5.79362,  95.05916,  10.00,  198.37204,  0.35913,  0.30078
8757, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8758, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8759, 7707, -4.67142, -94.70153, -178.17604,  198.17604, -4.67142,  94.70153,  10.00,  198.17604, -4.77691,  94.41749,  10.00,  198.14839,  0.39282,  0.31494
8760, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8761, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8762, 7707, -4.67142, -94.70153, -178.17604,  198.17604, -4.67142,  94.70153,  10.00,  198.17604, -4.77691,  94.41749,  10.00,  198.14839,  0.39282,  0.31494
8763, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8764, 7709, -5.68837, -95.34297, -178.39946,  198.39946, -5.68837,  95.34297,  10.00,  198.39946, -5.79362,  95.05916,  10.00,  198.37204,  0.35913,  0.30078
8765, 7711, -5.5467, -95.06384, -178.35953,  198.35953, -5.5467,  95.06384,  10.00,  198.35953, -5.65199,  94.78002,  10.00,  198.33209,  0.36523,  0.30615
8766, 7708, -5.04919, -95.31419, -178.29776,  198.29776, -5.04919,  95.31419,  10.00,  198.29776, -5.15453,  95.03022,  10.00,  198.27014,  0.37744,  0.30615
8767, 7711, -5.5467, -95.06384, -178.35953,  198.35953, -5.5467,  95.06384,  10.00,  198.35953, -5.65199,  94.78002,  10.00,  198.33209,  0.36523,  0.30615
8768, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8769, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8770, 7711, -5.5467, -95.06384, -178.35953,  198.35953, -5.5467,  95.06384,  10.00,  198.35953, -5.65199,  94.78002,  10.00,  198.33209,  0.36523,  0.30615
8771, 7709, -5.68837, -95.34297, -178.39946,  198.39946, -5.68837,  95.34297,  10.00,  198.39946, -5.79362,  95.05916,  10.00,  198.37204,  0.35913,  0.30078
8772, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8773, 7711, -5.5467, -95.06384, -178.35953,  198.35953, -5.5467,  95.06384,  10.00,  198.35953, -5.65199,  94.78002,  10.00,  198.33209,  0.36523,  0.30615
8774, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8775, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8776, 7709, -5.68837, -95.34297, -178.39946,  198.39946, -5.68837,  95.34297,  10.00,  198.39946, -5.79362,  95.05916,  10.00,  198.37204,  0.35913,  0.30078
8777, 7713, -6.6578, -95.20531, -178.39784,  198.39784, -6.6578,  95.20531,  10.00,  198.39784, -6.76306,  94.92171,  10.00,  198.37068,  0.34863,  0.30078
8778, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8779, 7714, -5.22291, -93.57898, -178.18736,  198.18736, -5.22291,  93.57898,  10.00,  198.18736, -5.32844,  93.29502,  10.00,  198.16002,  0.38843,  0.3269
8780, 7706, -4.41733, -94.09714, -178.06804,  198.06804, -4.41733,  94.09714,  10.00,  198.06804, -4.52294,  93.81301,  10.00,  198.04041,  0.40649,  0.32202
8781, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8782, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8783, 7713, -6.6578, -95.20531, -178.39784,  198.39784, -6.6578,  95.20531,  10.00,  198.39784, -6.76306,  94.92171,  10.00,  198.37068,  0.34863,  0.30078
8784, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8785, 7713, -6.6578, -95.20531, -178.39784,  198.39784, -6.6578,  95.20531,  10.00,  198.39784, -6.76306,  94.92171,  10.00,  198.37068,  0.34863,  0.30078
8786, 7716, -7.46746, -95.1461, -178.40712,  198.40712, -7.46746,  95.1461,  10.00,  198.40712, -7.57271,  94.86263,  10.00,  198.3802,  0.33887,  0.30078
8787, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8788, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8789, 7717, -6.40384, -94.04088, -178.32607,  198.32607, -6.40384,  94.04088,  10.00,  198.32607, -6.50922,  93.75723,  10.00,  198.299,  0.35962,  0.31812
8790, 7717, -6.40384, -94.04088, -178.32607,  198.32607, -6.40384,  94.04088,  10.00,  198.32607, -6.50922,  93.75723,  10.00,  198.299,  0.35962,  0.31812
8791, 7714, -5.22291, -93.57898, -178.18736,  198.18736, -5.22291,  93.57898,  10.00,  198.18736, -5.32844,  93.29502,  10.00,  198.16002,  0.38843,  0.3269
8792, 7710, -5.42246, -94.43483, -178.26958,  198.26958, -5.42246,  94.43483,  10.00,  198.26958, -5.52787,  94.15091,  10.00,  198.24217,  0.37598,  0.31616
8793, 7718, -7.36644, -93.68853, -178.37811,  198.37811, -7.36644,  93.68853,  10.00,  198.37811, -7.47179,  93.40503,  10.00,  198.35136,  0.34375,  0.32227
8794, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8795, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8796, 7718, -7.36644, -93.68853, -178.37811,  198.37811, -7.36644,  93.68853,  10.00,  198.37811, -7.47179,  93.40503,  10.00,  198.35136,  0.34375,  0.32227
8797, 7717, -6.40384, -94.04088, -178.32607,  198.32607, -6.40384,  94.04088,  10.00,  198.32607, -6.50922,  93.75723,  10.00,  198.299,  0.35962,  0.31812
8798, 7712, -6.55095, -94.85677, -178.37718,  198.37718, -6.55095,  94.85677,  10.00,  198.37718, -6.65625,  94.57315,  10.00,  198.35002,  0.35156,  0.30542
8799, 7716, -7.46746, -95.1461, -178.40712,  198.40712, -7.46746,  95.1461,  10.00,  198.40712, -7.57271,  94.86263,  10.00,  198.3802,  0.33887,  0.30078
8800, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8801, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8802, 7716, -7.46746, -95.1461, -178.40712,  198.40712, -7.46746,  95.1461,  10.00,  198.40712, -7.57271,  94.86263,  10.00,  198.3802,  0.33887,  0.30078
8803, 7720, -8.2567, -95.20632, -178.45042,  198.45042, -8.2567,  95.20632,  10.00,  198.45042, -8.36191,  94.92297,  10.00,  198.42374,  0.31689,  0.30078
8804, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8805, 7721, -8.98808, -95.39919, -178.53519,  198.53519, -8.98808,  95.39919,  10.00,  198.53519, -9.0932,  95.11601,  10.00,  198.50868,  0.29419,  0.30078
8806, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8807, 7720, -8.2567, -95.20632, -178.45042,  198.45042, -8.2567,  95.20632,  10.00,  198.45042, -8.36191,  94.92297,  10.00,  198.42374,  0.31689,  0.30078
8808, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8809, 7722, -8.28313, -93.66617, -178.43115,  198.43115, -8.28313,  93.66617,  10.00,  198.43115, -8.38843,  93.38285,  10.00,  198.40466,  0.32373,  0.32568
8810, 7718, -7.36644, -93.68853, -178.37811,  198.37811, -7.36644,  93.68853,  10.00,  198.37811, -7.47179,  93.40503,  10.00,  198.35136,  0.34375,  0.32227
8811, 7715, -7.40032, -94.76556, -178.39581,  198.39581, -7.40032,  94.76556,  10.00,  198.39581, -7.5056,  94.4821,  10.00,  198.36894,  0.3396,  0.30566
8812, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8813, 7722, -8.28313, -93.66617, -178.43115,  198.43115, -8.28313,  93.66617,  10.00,  198.43115, -8.38843,  93.38285,  10.00,  198.40466,  0.32373,  0.32568
8814, 7721, -8.98808, -95.39919, -178.53519,  198.53519, -8.98808,  95.39919,  10.00,  198.53519, -9.0932,  95.11601,  10.00,  198.50868,  0.29419,  0.30078
8815, 7723, -9.01642, -94.96478, -178.51964,  198.51964, -9.01642,  94.96478,  10.00,  198.51964, -9.12158,  94.68159,  10.00,  198.49319,  0.29688,  0.30786
8816, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8817, 7724, -9.56868, -95.69933, -178.62677,  198.62677, -9.56868,  95.69933,  10.00,  198.62677, -9.6737,  95.4163,  10.00,  198.60036,  0.2749,  0.30078
8818, 7723, -9.01642, -94.96478, -178.51964,  198.51964, -9.01642,  94.96478,  10.00,  198.51964, -9.12158,  94.68159,  10.00,  198.49319,  0.29688,  0.30786
8819, 7721, -8.98808, -95.39919, -178.53519,  198.53519, -8.98808,  95.39919,  10.00,  198.53519, -9.0932,  95.11601,  10.00,  198.50868,  0.29419,  0.30078
8820, 7725, -9.20272, -93.84579, -178.51526,  198.51526, -9.20272,  93.84579,  10.00,  198.51526, -9.30794,  93.56267,  10.00,  198.489,  0.30151,  0.32813
8821, 7722, -8.28313, -93.66617, -178.43115,  198.43115, -8.28313,  93.66617,  10.00,  198.43115, -8.38843,  93.38285,  10.00,  198.40466,  0.32373,  0.32568
8822, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8823, 7725, -9.20272, -93.84579, -178.51526,  198.51526, -9.20272,  93.84579,  10.00,  198.51526, -9.30794,  93.56267,  10.00,  198.489,  0.30151,  0.32813
8824, 7719, -8.22403, -94.78655, -178.44093,  198.44093, -8.22403,  94.78655,  10.00,  198.44093, -8.32927,  94.50323,  10.00,  198.41429,  0.31909,  0.30664
8825, 7723, -9.01642, -94.96478, -178.51964,  198.51964, -9.01642,  94.96478,  10.00,  198.51964, -9.12158,  94.68159,  10.00,  198.49319,  0.29688,  0.30786
8826, 7724, -9.56868, -95.69933, -178.62677,  198.62677, -9.56868,  95.69933,  10.00,  198.62677, -9.6737,  95.4163,  10.00,  198.60036,  0.2749,  0.30078
8827, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8828, 7723, -9.01642, -94.96478, -178.51964,  198.51964, -9.01642,  94.96478,  10.00,  198.51964, -9.12158,  94.68159,  10.00,  198.49319,  0.29688,  0.30786
8829, 7725, -9.20272, -93.84579, -178.51526,  198.51526, -9.20272,  93.84579,  10.00,  198.51526, -9.30794,  93.56267,  10.00,  198.489,  0.30151,  0.32813
8830, 7723, -9.01642, -94.96478, -178.51964,  198.51964, -9.01642,  94.96478,  10.00,  198.51964, -9.12158,  94.68159,  10.00,  198.49319,  0.29688,  0.30786
8831, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8832, 7724, -9.56868, -95.69933, -178.62677,  198.62677, -9.56868,  95.69933,  10.00,  198.62677, -9.6737,  95.4163,  10.00,  198.60036,  0.2749,  0.30078
8833, 7727, -10.14522, -95.7411, -178.67012,  198.67012, -10.14522,  95.7411,  10.00,  198.67012, -10.2502,  95.45818,  10.00,  198.64386,  0.25732,  0.30737
8834, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8835, 7724, -9.56868, -95.69933, -178.62677,  198.62677, -9.56868,  95.69933,  10.00,  198.62677, -9.6737,  95.4163,  10.00,  198.60036,  0.2749,  0.30078
8836, 7728, -10.05835, -96.04746, -178.68848,  198.68848, -10.05835,  96.04746,  10.00,  198.68848, -10.1633,  95.7645,  10.00,  198.66219,  0.25708,  0.30078
8837, 7727, -10.14522, -95.7411, -178.67012,  198.67012, -10.14522,  95.7411,  10.00,  198.67012, -10.2502,  95.45818,  10.00,  198.64386,  0.25732,  0.30737
8838, 7725, -9.20272, -93.84579, -178.51526,  198.51526, -9.20272,  93.84579,  10.00,  198.51526, -9.30794,  93.56267,  10.00,  198.489,  0.30151,  0.32813
8839, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8840, 7729, -9.99606, -94.35099, -178.63571,  198.63571, -9.99606,  94.35099,  10.00,  198.63571, -10.10115,  94.06805,  10.00,  198.6096,  0.27832,  0.32788
8841, 7728, -10.05835, -96.04746, -178.68848,  198.68848, -10.05835,  96.04746,  10.00,  198.68848, -10.1633,  95.7645,  10.00,  198.66219,  0.25708,  0.30078
8842, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8843, 7727, -10.14522, -95.7411, -178.67012,  198.67012, -10.14522,  95.7411,  10.00,  198.67012, -10.2502,  95.45818,  10.00,  198.64386,  0.25732,  0.30737
8844, 7731, -10.53861, -96.65108, -178.73047,  198.73047, -10.53861,  96.65108,  10.00,  198.73047, -10.64349,  96.36826,  10.00,  198.70424,  0.23694,  0.30078
8845, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8846, 7728, -10.05835, -96.04746, -178.68848,  198.68848, -10.05835,  96.04746,  10.00,  198.68848, -10.1633,  95.7645,  10.00,  198.66219,  0.25708,  0.30078
8847, 7732, -10.97846, -96.93565, -178.78197,  198.78197, -10.97846,  96.93565,  10.00,  198.78197, -11.08327,  96.65296,  10.00,  198.75584,  0.22583,  0.30078
8848, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8849, 7731, -10.53861, -96.65108, -178.73047,  198.73047, -10.53861,  96.65108,  10.00,  198.73047, -10.64349,  96.36826,  10.00,  198.70424,  0.23694,  0.30078
8850, 7733, -10.54588, -94.92185, -178.73602,  198.73602, -10.54588,  94.92185,  10.00,  198.73602, -10.65085,  94.63903,  10.00,  198.70999,  0.25684,  0.32739
8851, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8852, 7727, -10.14522, -95.7411, -178.67012,  198.67012, -10.14522,  95.7411,  10.00,  198.67012, -10.2502,  95.45818,  10.00,  198.64386,  0.25732,  0.30737
8853, 7733, -10.54588, -94.92185, -178.73602,  198.73602, -10.54588,  94.92185,  10.00,  198.73602, -10.65085,  94.63903,  10.00,  198.70999,  0.25684,  0.32739
8854, 7727, -10.14522, -95.7411, -178.67012,  198.67012, -10.14522,  95.7411,  10.00,  198.67012, -10.2502,  95.45818,  10.00,  198.64386,  0.25732,  0.30737
8855, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8856, 7733, -10.54588, -94.92185, -178.73602,  198.73602, -10.54588,  94.92185,  10.00,  198.73602, -10.65085,  94.63903,  10.00,  198.70999,  0.25684,  0.32739
8857, 7729, -9.99606, -94.35099, -178.63571,  198.63571, -9.99606,  94.35099,  10.00,  198.63571, -10.10115,  94.06805,  10.00,  198.6096,  0.27832,  0.32788
8858, 7726, -9.64447, -95.34937, -178.60846,  198.60846, -9.64447,  95.34937,  10.00,  198.60846, -9.74953,  95.06633,  10.00,  198.58215,  0.27588,  0.30786
8859, 7734, -11.2621, -96.63203, -178.82571,  198.82571, -11.2621,  96.63203,  10.00,  198.82571, -11.36689,  96.34937,  10.00,  198.79968,  0.22583,  0.31006
8860, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8861, 7732, -10.97846, -96.93565, -178.78197,  198.78197, -10.97846,  96.93565,  10.00,  198.78197, -11.08327,  96.65296,  10.00,  198.75584,  0.22583,  0.30078
8862, 7735, -11.50391, -97.5284, -178.82222,  198.82222, -11.50391,  97.5284,  10.00,  198.82222, -11.60866,  97.24574,  10.00,  198.79616,  0.21631,  0.30078
8863, 7734, -11.2621, -96.63203, -178.82571,  198.82571, -11.2621,  96.63203,  10.00,  198.82571, -11.36689,  96.34937,  10.00,  198.79968,  0.22583,  0.31006
8864, 7732, -10.97846, -96.93565, -178.78197,  198.78197, -10.97846,  96.93565,  10.00,  198.78197, -11.08327,  96.65296,  10.00,  198.75584,  0.22583,  0.30078
8865, 7733, -10.54588, -94.92185, -178.73602,  198.73602, -10.54588,  94.92185,  10.00,  198.73602, -10.65085,  94.63903,  10.00,  198.70999,  0.25684,  0.32739
8866, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8867, 7736, -10.92127, -95.8049, -178.80544,  198.80544, -10.92127,  95.8049,  10.00,  198.80544, -11.02612,  95.52216,  10.00,  198.77942,  0.2395,  0.31958
8868, 7734, -11.2621, -96.63203, -178.82571,  198.82571, -11.2621,  96.63203,  10.00,  198.82571, -11.36689,  96.34937,  10.00,  198.79968,  0.22583,  0.31006
8869, 7736, -10.92127, -95.8049, -178.80544,  198.80544, -10.92127,  95.8049,  10.00,  198.80544, -11.02612,  95.52216,  10.00,  198.77942,  0.2395,  0.31958
8870, 7730, -10.60892, -96.47267, -178.74057,  198.74057, -10.60892,  96.47267,  10.00,  198.74057, -10.7138,  96.18985,  10.00,  198.71439,  0.23755,  0.30347
8871, 7737, -11.97674, -97.69295, -178.96144,  198.96144, -11.97674,  97.69295,  10.00,  198.96144, -12.08136,  97.41048,  10.00,  198.9355,  0.20972,  0.31104
8872, 7734, -11.2621, -96.63203, -178.82571,  198.82571, -11.2621,  96.63203,  10.00,  198.82571, -11.36689,  96.34937,  10.00,  198.79968,  0.22583,  0.31006
8873, 7735, -11.50391, -97.5284, -178.82222,  198.82222, -11.50391,  97.5284,  10.00,  198.82222, -11.60866,  97.24574,  10.00,  198.79616,  0.21631,  0.30078
8874, 7738, -12.07672, -98.41157, -178.89777,  198.89777, -12.07672,  98.41157,  10.00,  198.89777, -12.18135,  98.12905,  10.00,  198.87173,  0.20435,  0.30078
8875, 7737, -11.97674, -97.69295, -178.96144,  198.96144, -11.97674,  97.69295,  10.00,  198.96144, -12.08136,  97.41048,  10.00,  198.9355,  0.20972,  0.31104
8876, 7735, -11.50391, -97.5284, -178.82222,  198.82222, -11.50391,  97.5284,  10.00,  198.82222, -11.60866,  97.24574,  10.00,  198.79616,  0.21631,  0.30078
8877, 7739, -11.85161, -96.31844, -178.98958,  198.98958, -11.85161,  96.31844,  10.00,  198.98958, -11.95627,  96.03593,  10.00,  198.96375,  0.22131,  0.3269
8878, 7736, -10.92127, -95.8049, -178.80544,  198.80544, -10.92127,  95.8049,  10.00,  198.80544, -11.02612,  95.52216,  10.00,  198.77942,  0.2395,  0.31958
8879, 7734, -11.2621, -96.63203, -178.82571,  198.82571, -11.2621,  96.63203,  10.00,  198.82571, -11.36689,  96.34937,  10.00,  198.79968,  0.22583,  0.31006
